productId,title,description,price,discount
1798,Product 1798,Description for product 1798,707.22,28.1
1799,Product 1799,Description for product 1799,767.92,31.67
1800,Product 1800,Description for product 1800,631.95,19.35
1801,Product 1801,Description for product 1801,717.27,44.27
1802,Product 1802,Description for product 1802,190.79,14.82
1803,Product 1803,Description for product 1803,584.5,37.58
1804,Product 1804,Description for product 1804,971.99,40.94
1805,Product 1805,Description for product 1805,284.93,7.61
1806,Product 1806,Description for product 1806,96.12,45.57
1807,Product 1807,Description for product 1807,250.23,28.54
1808,Product 1808,Description for product 1808,722.93,33.19
1809,Product 1809,Description for product 1809,639.92,32.32
1810,Product 1810,Description for product 1810,375.78,3.01
1811,Product 1811,Description for product 1811,335.78,35.64
1812,Product 1812,Description for product 1812,511.13,49.75
1813,Product 1813,Description for product 1813,470.21,9.84
1814,Product 1814,Description for product 1814,769.72,22.79
1815,Product 1815,Description for product 1815,501.87,43.49
1816,Product 1816,Description for product 1816,297.12,1.96
1817,Product 1817,Description for product 1817,367.72,14.38
1818,Product 1818,Description for product 1818,989.17,47.18
1819,Product 1819,Description for product 1819,382.51,8.22
1820,Product 1820,Description for product 1820,251.5,37.06
1821,Product 1821,Description for product 1821,231.93,38.02
1822,Product 1822,Description for product 1822,215.48,38.96
1823,Product 1823,Description for product 1823,159.67,23.85
1824,Product 1824,Description for product 1824,177.8,0.06
1825,Product 1825,Description for product 1825,938.53,21.09
1826,Product 1826,Description for product 1826,283.26,16.51
1827,Product 1827,Description for product 1827,211.34,37.55
1828,Product 1828,Description for product 1828,824.39,33.99
1829,Product 1829,Description for product 1829,282.68,45.1
1830,Product 1830,Description for product 1830,72.77,12.96
1831,Product 1831,Description for product 1831,484.37,29.15
1832,Product 1832,Description for product 1832,268.19,0.7
1833,Product 1833,Description for product 1833,867.48,12.07
1834,Product 1834,Description for product 1834,979.91,31.61
1835,Product 1835,Description for product 1835,515.37,44.78
1836,Product 1836,Description for product 1836,750.36,29.25
1837,Product 1837,Description for product 1837,469.26,26.55
1838,Product 1838,Description for product 1838,378.46,16.67
1839,Product 1839,Description for product 1839,903.32,49.5
1840,Product 1840,Description for product 1840,301.19,29.38
1841,Product 1841,Description for product 1841,325.07,4.26
1842,Product 1842,Description for product 1842,181.99,0.25
1843,Product 1843,Description for product 1843,350.61,16.05
1844,Product 1844,Description for product 1844,925.49,7.53
1845,Product 1845,Description for product 1845,672.33,28.81
1846,Product 1846,Description for product 1846,700.17,38.05
1847,Product 1847,Description for product 1847,323.29,39.98
1848,Product 1848,Description for product 1848,617.74,40.95
1849,Product 1849,Description for product 1849,518.54,40.48
1850,Product 1850,Description for product 1850,22.8,4.86
1851,Product 1851,Description for product 1851,884.35,10.9
1852,Product 1852,Description for product 1852,822.73,15.02
1853,Product 1853,Description for product 1853,194.6,16.01
1854,Product 1854,Description for product 1854,255.26,29.78
1855,Product 1855,Description for product 1855,368.65,38.24
1856,Product 1856,Description for product 1856,395.68,47.84
1857,Product 1857,Description for product 1857,771.76,1.56
1858,Product 1858,Description for product 1858,330.69,42.44
1859,Product 1859,Description for product 1859,608.31,4.79
1860,Product 1860,Description for product 1860,247.91,11.07
1861,Product 1861,Description for product 1861,341.37,29.3
1862,Product 1862,Description for product 1862,54.0,43.27
1863,Product 1863,Description for product 1863,335.47,19.45
1864,Product 1864,Description for product 1864,487.18,30.15
1865,Product 1865,Description for product 1865,420.04,46.15
1866,Product 1866,Description for product 1866,975.68,30.81
1867,Product 1867,Description for product 1867,476.95,42.32
1868,Product 1868,Description for product 1868,475.23,33.42
1869,Product 1869,Description for product 1869,278.23,2.57
1870,Product 1870,Description for product 1870,732.13,6.28
1871,Product 1871,Description for product 1871,653.58,20.26
1872,Product 1872,Description for product 1872,246.72,31.47
1873,Product 1873,Description for product 1873,743.07,20.99
1874,Product 1874,Description for product 1874,613.34,5.31
1875,Product 1875,Description for product 1875,916.2,21.95
1876,Product 1876,Description for product 1876,848.48,22.02
1877,Product 1877,Description for product 1877,345.19,38.98
1878,Product 1878,Description for product 1878,659.23,2.49
1879,Product 1879,Description for product 1879,789.01,37.9
1880,Product 1880,Description for product 1880,981.71,8.89
1881,Product 1881,Description for product 1881,693.21,43.58
1882,Product 1882,Description for product 1882,942.94,10.7
1883,Product 1883,Description for product 1883,412.06,27.9
1884,Product 1884,Description for product 1884,175.64,40.12
1885,Product 1885,Description for product 1885,79.33,32.0
1886,Product 1886,Description for product 1886,588.71,6.92
1887,Product 1887,Description for product 1887,972.52,28.13
1888,Product 1888,Description for product 1888,33.87,30.33
1889,Product 1889,Description for product 1889,781.89,29.56
1890,Product 1890,Description for product 1890,44.54,40.63
1891,Product 1891,Description for product 1891,910.1,19.73
1892,Product 1892,Description for product 1892,249.78,45.61
1893,Product 1893,Description for product 1893,204.26,24.58
1894,Product 1894,Description for product 1894,542.02,10.97
1895,Product 1895,Description for product 1895,270.15,8.06
1896,Product 1896,Description for product 1896,674.56,4.38
1897,Product 1897,Description for product 1897,697.18,46.31
1898,Product 1898,Description for product 1898,251.64,49.8
1899,Product 1899,Description for product 1899,943.32,7.09
1900,Product 1900,Description for product 1900,400.81,8.54
1901,Product 1901,Description for product 1901,279.72,20.12
1902,Product 1902,Description for product 1902,745.97,10.82
1903,Product 1903,Description for product 1903,886.97,49.24
1904,Product 1904,Description for product 1904,983.29,48.18
1905,Product 1905,Description for product 1905,899.77,18.07
1906,Product 1906,Description for product 1906,161.22,42.34
1907,Product 1907,Description for product 1907,43.42,4.66
1908,Product 1908,Description for product 1908,696.36,14.22
1909,Product 1909,Description for product 1909,285.76,48.41
1910,Product 1910,Description for product 1910,861.41,27.69
1911,Product 1911,Description for product 1911,570.08,11.07
1912,Product 1912,Description for product 1912,323.76,29.49
1913,Product 1913,Description for product 1913,866.28,16.14
1914,Product 1914,Description for product 1914,980.64,10.72
1915,Product 1915,Description for product 1915,996.31,41.88
1916,Product 1916,Description for product 1916,971.32,35.95
1917,Product 1917,Description for product 1917,314.38,18.78
1918,Product 1918,Description for product 1918,613.98,6.85
1919,Product 1919,Description for product 1919,69.98,35.0
1920,Product 1920,Description for product 1920,245.74,15.29
1921,Product 1921,Description for product 1921,566.81,32.86
1922,Product 1922,Description for product 1922,309.12,37.68
1923,Product 1923,Description for product 1923,820.94,35.04
1924,Product 1924,Description for product 1924,59.17,13.84
1925,Product 1925,Description for product 1925,899.42,49.33
1926,Product 1926,Description for product 1926,499.85,1.81
1927,Product 1927,Description for product 1927,725.87,32.17
1928,Product 1928,Description for product 1928,471.59,7.52
1929,Product 1929,Description for product 1929,834.69,34.55
1930,Product 1930,Description for product 1930,377.93,0.64
1931,Product 1931,Description for product 1931,444.19,36.98
1932,Product 1932,Description for product 1932,302.85,44.44
1933,Product 1933,Description for product 1933,753.35,18.17
1934,Product 1934,Description for product 1934,446.71,7.77
1935,Product 1935,Description for product 1935,810.96,13.18
1936,Product 1936,Description for product 1936,289.91,7.06
1937,Product 1937,Description for product 1937,594.91,23.82
1938,Product 1938,Description for product 1938,148.39,30.65
1939,Product 1939,Description for product 1939,639.56,19.86
1940,Product 1940,Description for product 1940,30.65,41.06
1941,Product 1941,Description for product 1941,782.0,42.86
1942,Product 1942,Description for product 1942,963.6,48.71
1943,Product 1943,Description for product 1943,869.85,11.47
1944,Product 1944,Description for product 1944,487.77,45.18
1945,Product 1945,Description for product 1945,331.43,49.53
1946,Product 1946,Description for product 1946,372.99,31.93
1947,Product 1947,Description for product 1947,424.46,6.0
1948,Product 1948,Description for product 1948,965.07,24.04
1949,Product 1949,Description for product 1949,693.15,35.68
1950,Product 1950,Description for product 1950,690.0,28.67
1951,Product 1951,Description for product 1951,593.57,44.86
1952,Product 1952,Description for product 1952,467.43,37.84
1953,Product 1953,Description for product 1953,822.2,10.9
1954,Product 1954,Description for product 1954,815.45,8.29
1955,Product 1955,Description for product 1955,85.36,12.77
1956,Product 1956,Description for product 1956,921.35,9.47
1957,Product 1957,Description for product 1957,155.85,17.22
1958,Product 1958,Description for product 1958,926.69,12.27
1959,Product 1959,Description for product 1959,391.96,32.35
1960,Product 1960,Description for product 1960,106.68,17.03
1961,Product 1961,Description for product 1961,584.76,8.17
1962,Product 1962,Description for product 1962,521.89,11.0
1963,Product 1963,Description for product 1963,920.15,46.63
1964,Product 1964,Description for product 1964,809.8,30.21
1965,Product 1965,Description for product 1965,752.69,40.08
1966,Product 1966,Description for product 1966,373.7,19.92
1967,Product 1967,Description for product 1967,240.12,16.16
1968,Product 1968,Description for product 1968,256.29,35.55
1969,Product 1969,Description for product 1969,768.65,21.58
1970,Product 1970,Description for product 1970,441.35,34.72
1971,Product 1971,Description for product 1971,465.97,30.05
1972,Product 1972,Description for product 1972,524.72,27.56
1973,Product 1973,Description for product 1973,467.78,2.87
1974,Product 1974,Description for product 1974,457.2,10.4
1975,Product 1975,Description for product 1975,83.56,37.31
1976,Product 1976,Description for product 1976,691.36,31.4
1977,Product 1977,Description for product 1977,952.92,31.14
1978,Product 1978,Description for product 1978,328.39,17.49
1979,Product 1979,Description for product 1979,66.49,26.66
1980,Product 1980,Description for product 1980,377.46,18.68
1981,Product 1981,Description for product 1981,110.73,33.29
1982,Product 1982,Description for product 1982,333.97,17.06
1983,Product 1983,Description for product 1983,43.23,16.93
1984,Product 1984,Description for product 1984,401.84,47.75
1985,Product 1985,Description for product 1985,731.48,3.39
1986,Product 1986,Description for product 1986,637.42,21.92
1987,Product 1987,Description for product 1987,482.43,46.49
1988,Product 1988,Description for product 1988,628.23,34.39
1989,Product 1989,Description for product 1989,203.23,0.61
1990,Product 1990,Description for product 1990,657.44,42.51
1991,Product 1991,Description for product 1991,99.73,14.59
1992,Product 1992,Description for product 1992,930.24,44.01
1993,Product 1993,Description for product 1993,17.39,7.45
1994,Product 1994,Description for product 1994,468.43,6.53
1995,Product 1995,Description for product 1995,612.12,37.32
1996,Product 1996,Description for product 1996,546.08,33.93
1997,Product 1997,Description for product 1997,879.06,40.48
1998,Product 1998,Description for product 1998,893.34,16.14
1999,Product 1999,Description for product 1999,687.87,28.64
2000,Product 2000,Description for product 2000,660.59,3.2
